Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
March 31 2017,Okaloosa,FL,Passenger,1,0,1,188,189,0.53
March 31 2017,Orange,FL,Passenger,1,1,2,143,145,1.38
March 31 2017,Polk,FL,Passenger,1,0,1,65,66,1.52
March 31 2017,Saint Lucie,FL,Passenger,1,0,1,29,30,3.33
March 31 2017,Sumter,FL,Passenger,0,1,1,9,10,10
March 31 2017,Volusia,FL,Passenger,0,1,1,46,47,2.13
March 31 2017,Cobb,GA,Passenger,0,1,1,71,72,1.39
March 31 2017,Dekalb,GA,Passenger,1,0,1,78,79,1.27
March 31 2017,Fulton,GA,Passenger,1,1,2,114,116,1.72
March 31 2017,Gwinnett,GA,Passenger,0,1,1,81,82,1.22
March 31 2017,Honolulu,HI,Passenger,4,1,5,587,592,0.84
March 31 2017,Maui,HI,Passenger,1,0,1,70,71,1.41
March 31 2017,Canyon,ID,Passenger,0,1,1,91,92,1.09
March 31 2017,Latah,ID,Passenger,0,1,1,114,115,0.87
March 31 2017,Madison,ID,Passenger,1,0,1,41,42,2.38
March 31 2017,Dekalb,IN,Passenger,1,0,1,1,2,50
March 31 2017,Hamilton,IN,Passenger,1,0,1,60,61,1.64
March 31 2017,Riley,KS,Passenger,1,0,1,97,98,1.02
March 31 2017,Hardin,KY,Passenger,0,1,1,130,131,0.76
March 31 2017,Orleans,LA,Passenger,0,1,1,52,53,1.89
March 31 2017,Anne Arundel,MD,Passenger,0,2,2,517,519,0.39
March 31 2017,Charles,MD,Passenger,0,1,1,92,93,1.08
March 31 2017,Howard,MD,Passenger,0,1,1,96,97,1.03
March 31 2017,Montgomery,MD,Passenger,1,2,3,303,306,0.98
March 31 2017,Wayne,MI,Passenger,0,1,1,71,72,1.39
March 31 2017,Dakota,MN,Passenger,0,1,1,39,40,2.5
March 31 2017,Jackson,MO,Passenger,1,0,1,65,66,1.52
March 31 2017,Cascade,MT,Passenger,0,1,1,60,61,1.64
March 31 2017,Gallatin,MT,Passenger,0,1,1,66,67,1.49
March 31 2017,Glacier,MT,Passenger,0,1,1,3,4,25
March 31 2017,Missoula,MT,Passenger,1,0,1,71,72,1.39
March 31 2017,Cumberland,NC,Passenger,2,0,2,654,656,0.3
March 31 2017,Guilford,NC,Passenger,1,0,1,30,31,3.23
March 31 2017,Harnett,NC,Passenger,1,0,1,264,265,0.38
March 31 2017,Moore,NC,Passenger,0,1,1,219,220,0.45
March 31 2017,Santa Fe,NM,Passenger,0,1,1,40,41,2.44
March 31 2017,Clark,NV,Passenger,1,2,3,818,821,0.37
March 31 2017,Jefferson,NY,Passenger,1,1,2,278,280,0.71
March 31 2017,Lewis,NY,Passenger,0,1,1,9,10,10
March 31 2017,Monroe,NY,Passenger,1,0,1,30,31,3.23
March 31 2017,Nassau,NY,Passenger,0,1,1,35,36,2.78
March 31 2017,Saratoga,NY,Passenger,0,1,1,78,79,1.27
March 31 2017,Franklin,OH,Passenger,0,1,1,110,111,0.9
March 31 2017,Oklahoma,OK,Passenger,0,1,1,166,167,0.6
March 31 2017,Clackamas,OR,Passenger,1,2,3,337,340,0.88
March 31 2017,Deschutes,OR,Passenger,1,0,1,191,192,0.52
March 31 2017,Lane,OR,Passenger,0,1,1,247,248,0.4
March 31 2017,Marion,OR,Passenger,1,0,1,173,174,0.57
March 31 2017,Multnomah,OR,Passenger,0,3,3,"1,083","1,086",0.28
March 31 2017,Allegheny,PA,Passenger,1,0,1,86,87,1.15
March 31 2017,Montgomery,PA,Passenger,1,0,1,37,38,2.63
March 31 2017,Northampton,PA,Passenger,2,1,3,211,214,1.4
March 31 2017,Hamilton,TN,Passenger,1,0,1,23,24,4.17
March 31 2017,Montgomery,TN,Passenger,1,0,1,281,282,0.35
March 31 2017,Shelby,TN,Passenger,0,1,1,115,116,0.86
March 31 2017,Bexar,TX,Passenger,1,3,4,998,"1,002",0.4
March 31 2017,Dallas,TX,Passenger,0,1,1,187,188,0.53
March 31 2017,Hidalgo,TX,Passenger,0,1,1,101,102,0.98
March 31 2017,Nueces,TX,Passenger,0,1,1,95,96,1.04
March 31 2017,Tarrant,TX,Passenger,0,2,2,277,279,0.72
March 31 2017,Travis,TX,Passenger,0,1,1,181,182,0.55
March 31 2017,Salt Lake,UT,Passenger,0,1,1,286,287,0.35
March 31 2017,Utah,UT,Passenger,0,1,1,162,163,0.61
March 31 2017,Alexandria City,VA,Passenger,2,0,2,182,184,1.09
March 31 2017,Arlington,VA,Passenger,1,1,2,169,171,1.17
March 31 2017,Charlottesville City,VA,Passenger,0,1,1,9,10,10
March 31 2017,Fairfax,VA,Passenger,0,3,3,866,869,0.35
March 31 2017,Fairfax City,VA,Passenger,1,0,1,5,6,16.67
March 31 2017,Manassas City,VA,Passenger,0,1,1,9,10,10
March 31 2017,Norfolk City,VA,Passenger,2,1,3,323,326,0.92
March 31 2017,Prince William,VA,Passenger,0,3,3,263,266,1.13
March 31 2017,Virginia Beach City,VA,Passenger,1,1,2,647,649,0.31
March 31 2017,NULL,WA,Passenger,0,0,0,2,2,0
March 31 2017,NULL,WA,Truck,0,0,0,1,1,0
March 31 2017,Adams,WA,Passenger,3,4,7,"12,441","12,448",0.06
March 31 2017,Adams,WA,Truck,0,0,0,"5,303","5,303",0
March 31 2017,Asotin,WA,Passenger,5,3,8,"12,529","12,537",0.06
March 31 2017,Asotin,WA,Truck,0,0,0,"6,696","6,696",0
March 31 2017,Benton,WA,Passenger,142,145,287,"130,141","130,428",0.22
March 31 2017,Benton,WA,Truck,0,0,0,"41,113","41,113",0
March 31 2017,Chelan,WA,Passenger,56,31,87,"52,730","52,817",0.16
March 31 2017,Chelan,WA,Truck,0,0,0,"21,834","21,834",0
March 31 2017,Clallam,WA,Passenger,80,70,150,"48,907","49,057",0.31
March 31 2017,Clallam,WA,Truck,0,0,0,"21,572","21,572",0
March 31 2017,Clark,WA,Passenger,730,481,"1,211","302,914","304,125",0.4
March 31 2017,Clark,WA,Truck,0,0,0,"79,793","79,793",0
March 31 2017,Columbia,WA,Passenger,0,1,1,"2,395","2,396",0.04
March 31 2017,Columbia,WA,Truck,0,0,0,"1,600","1,600",0
March 31 2017,Cowlitz,WA,Passenger,52,58,110,"70,573","70,683",0.16
March 31 2017,Cowlitz,WA,Truck,0,0,0,"28,759","28,759",0
March 31 2017,Douglas,WA,Passenger,28,19,47,"27,135","27,182",0.17
March 31 2017,Douglas,WA,Truck,0,0,0,"11,792","11,792",0
March 31 2017,Ferry,WA,Passenger,2,1,3,"4,556","4,559",0.07
March 31 2017,Ferry,WA,Truck,0,0,0,"3,759","3,759",0
March 31 2017,Franklin,WA,Passenger,27,48,75,"56,423","56,498",0.13
March 31 2017,Franklin,WA,Truck,0,0,0,"18,550","18,550",0
March 31 2017,Garfield,WA,Passenger,0,0,0,"1,317","1,317",0
March 31 2017,Garfield,WA,Truck,0,0,0,970,970,0
March 31 2017,Grant,WA,Passenger,18,26,44,"62,036","62,080",0.07
March 31 2017,Grant,WA,Truck,0,0,0,"26,154","26,154",0
March 31 2017,Grays Harbor,WA,Passenger,28,31,59,"45,186","45,245",0.13
March 31 2017,Grays Harbor,WA,Truck,0,0,0,"20,437","20,437",0
March 31 2017,Island,WA,Passenger,106,138,244,"60,720","60,964",0.4
March 31 2017,Island,WA,Truck,0,0,0,"21,062","21,062",0
March 31 2017,Jefferson,WA,Passenger,96,60,156,"24,130","24,286",0.64
March 31 2017,Jefferson,WA,Truck,0,0,0,"9,734","9,734",0
March 31 2017,King,WA,Passenger,"9,393","4,191","13,584","1,395,803","1,409,387",0.96
March 31 2017,King,WA,Truck,8,1,9,"194,259","194,268",0
March 31 2017,Kitsap,WA,Passenger,592,306,898,"175,388","176,286",0.51
March 31 2017,Kitsap,WA,Truck,1,0,1,"53,756","53,757",0
March 31 2017,Kittitas,WA,Passenger,18,16,34,"27,849","27,883",0.12
March 31 2017,Kittitas,WA,Truck,0,0,0,"13,943","13,943",0
March 31 2017,Klickitat,WA,Passenger,22,25,47,"15,081","15,128",0.31
March 31 2017,Klickitat,WA,Truck,0,0,0,"8,227","8,227",0
March 31 2017,Lewis,WA,Passenger,48,45,93,"56,152","56,245",0.17
March 31 2017,Lewis,WA,Truck,0,0,0,"25,761","25,761",0
March 31 2017,Lincoln,WA,Passenger,2,5,7,"7,732","7,739",0.09
March 31 2017,Lincoln,WA,Truck,0,0,0,"4,617","4,617",0
March 31 2017,Mason,WA,Passenger,54,63,117,"43,911","44,028",0.27
March 31 2017,Mason,WA,Truck,0,0,0,"19,929","19,929",0
March 31 2017,Okanogan,WA,Passenger,3,16,19,"26,441","26,460",0.07
March 31 2017,Okanogan,WA,Truck,0,0,0,"17,054","17,054",0
March 31 2017,Pacific,WA,Passenger,7,9,16,"15,358","15,374",0.1
March 31 2017,Pacific,WA,Truck,0,0,0,"7,692","7,692",0
March 31 2017,Pend Oreille,WA,Passenger,1,4,5,"9,604","9,609",0.05
March 31 2017,Pend Oreille,WA,Truck,0,0,0,"5,852","5,852",0
March 31 2017,Pierce,WA,Passenger,899,847,"1,746","534,311","536,057",0.33
March 31 2017,Pierce,WA,Truck,0,0,0,"142,059","142,059",0
March 31 2017,San Juan,WA,Passenger,88,36,124,"13,760","13,884",0.89
March 31 2017,San Juan,WA,Truck,0,0,0,"5,788","5,788",0
March 31 2017,Skagit,WA,Passenger,121,105,226,"89,080","89,306",0.25
March 31 2017,Skagit,WA,Truck,1,0,1,"32,358","32,359",0
March 31 2017,Skamania,WA,Passenger,8,8,16,"8,774","8,790",0.18
March 31 2017,Skamania,WA,Truck,0,0,0,"4,084","4,084",0
March 31 2017,Snohomish,WA,Passenger,"1,671",938,"2,609","520,286","522,895",0.5
March 31 2017,Snohomish,WA,Truck,1,0,1,"125,849","125,850",0
March 31 2017,Spokane,WA,Passenger,241,237,478,"300,025","300,503",0.16
March 31 2017,Spokane,WA,Truck,1,1,2,"93,204","93,206",0
March 31 2017,Stevens,WA,Passenger,6,22,28,"32,231","32,259",0.09
March 31 2017,Stevens,WA,Truck,0,0,0,"19,108","19,108",0
March 31 2017,Thurston,WA,Passenger,377,337,714,"188,306","189,020",0.38
March 31 2017,Thurston,WA,Truck,0,0,0,"54,826","54,826",0
March 31 2017,Wahkiakum,WA,Passenger,0,2,2,"2,905","2,907",0.07
March 31 2017,Wahkiakum,WA,Truck,0,0,0,"1,700","1,700",0
March 31 2017,Walla Walla,WA,Passenger,20,22,42,"35,544","35,586",0.12
March 31 2017,Walla Walla,WA,Truck,0,0,0,"13,653","13,653",0
March 31 2017,Whatcom,WA,Passenger,426,174,600,"144,394","144,994",0.41
March 31 2017,Whatcom,WA,Truck,2,0,2,"42,579","42,581",0
March 31 2017,Whitman,WA,Passenger,9,20,29,"22,305","22,334",0.13
March 31 2017,Whitman,WA,Truck,0,0,0,"8,625","8,625",0
March 31 2017,Yakima,WA,Passenger,36,54,90,"163,213","163,303",0.06
March 31 2017,Yakima,WA,Truck,0,0,0,"59,661","59,661",0
March 31 2017,Dane,WI,Passenger,1,0,1,149,150,0.67
March 31 2017,Ozaukee,WI,Passenger,0,1,1,3,4,25
April 30 2017,NULL,NULL,Passenger,9,4,13,"2,454","2,467",0.53
April 30 2017,Juneau,AK,Passenger,0,1,1,44,45,2.22
April 30 2017,Dale,AL,Passenger,0,1,1,70,71,1.41
April 30 2017,Russell,AL,Passenger,1,0,1,54,55,1.82
April 30 2017,Maricopa,AZ,Passenger,2,0,2,"1,624","1,626",0.12
April 30 2017,Pima,AZ,Passenger,0,1,1,418,419,0.24
April 30 2017,Pinal,AZ,Passenger,2,1,3,214,217,1.38
April 30 2017,NULL,CA,Passenger,1,0,1,441,442,0.23
April 30 2017,Alameda,CA,Passenger,2,1,3,373,376,0.8
April 30 2017,Los Angeles,CA,Passenger,2,1,3,"1,323","1,326",0.23
April 30 2017,Marin,CA,Passenger,1,0,1,56,57,1.75
April 30 2017,Monterey,CA,Passenger,0,1,1,221,222,0.45
April 30 2017,Orange,CA,Passenger,1,1,2,674,676,0.3
April 30 2017,Riverside,CA,Passenger,0,1,1,815,816,0.12
April 30 2017,San Diego,CA,Passenger,4,2,6,"2,809","2,815",0.21
April 30 2017,San Mateo,CA,Passenger,0,1,1,156,157,0.64
April 30 2017,Santa Clara,CA,Passenger,6,2,8,409,417,1.92
April 30 2017,Tulare,CA,Passenger,1,0,1,198,199,0.5
April 30 2017,Ventura,CA,Passenger,0,1,1,361,362,0.28
April 30 2017,El Paso,CO,Passenger,1,1,2,827,829,0.24
April 30 2017,Larimer,CO,Passenger,0,1,1,71,72,1.39
April 30 2017,District Of Columbia,DC,Passenger,0,3,3,229,232,1.29
April 30 2017,Duval,FL,Passenger,1,1,2,368,370,0.54
April 30 2017,Manatee,FL,Passenger,1,0,1,42,43,2.33
April 30 2017,Miami-Dade,FL,Passenger,0,1,1,126,127,0.79
April 30 2017,Okaloosa,FL,Passenger,1,0,1,188,189,0.53
April 30 2017,Orange,FL,Passenger,1,1,2,142,144,1.39
April 30 2017,Palm Beach,FL,Passenger,0,1,1,86,87,1.15
April 30 2017,Polk,FL,Passenger,1,0,1,66,67,1.49
April 30 2017,Saint Lucie,FL,Passenger,1,0,1,29,30,3.33
April 30 2017,Santa Rosa,FL,Passenger,1,0,1,93,94,1.06
April 30 2017,Sumter,FL,Passenger,0,1,1,9,10,10
April 30 2017,Volusia,FL,Passenger,0,1,1,47,48,2.08
April 30 2017,Cobb,GA,Passenger,0,1,1,69,70,1.43
April 30 2017,Dekalb,GA,Passenger,1,0,1,80,81,1.23
April 30 2017,Fulton,GA,Passenger,1,1,2,110,112,1.79
April 30 2017,Gwinnett,GA,Passenger,0,1,1,83,84,1.19
April 30 2017,Honolulu,HI,Passenger,4,1,5,576,581,0.86
April 30 2017,Maui,HI,Passenger,1,0,1,71,72,1.39
April 30 2017,Canyon,ID,Passenger,0,1,1,90,91,1.1
April 30 2017,Latah,ID,Passenger,0,1,1,115,116,0.86
April 30 2017,Madison,ID,Passenger,1,0,1,40,41,2.44
April 30 2017,Dekalb,IN,Passenger,1,0,1,1,2,50
April 30 2017,Hamilton,IN,Passenger,1,0,1,56,57,1.75
April 30 2017,Riley,KS,Passenger,1,0,1,94,95,1.05
April 30 2017,Hardin,KY,Passenger,0,1,1,127,128,0.78
April 30 2017,Orleans,LA,Passenger,0,1,1,52,53,1.89
April 30 2017,Anne Arundel,MD,Passenger,0,2,2,519,521,0.38
April 30 2017,Charles,MD,Passenger,0,1,1,91,92,1.09
April 30 2017,Howard,MD,Passenger,0,1,1,98,99,1.01
April 30 2017,Montgomery,MD,Passenger,1,2,3,306,309,0.97
April 30 2017,Kent,MI,Passenger,0,1,1,34,35,2.86
April 30 2017,Wayne,MI,Passenger,0,1,1,68,69,1.45
April 30 2017,Dakota,MN,Passenger,0,1,1,38,39,2.56
April 30 2017,Jackson,MO,Passenger,1,0,1,65,66,1.52
April 30 2017,Cascade,MT,Passenger,0,1,1,61,62,1.61
April 30 2017,Gallatin,MT,Passenger,0,1,1,64,65,1.54
April 30 2017,Glacier,MT,Passenger,0,1,1,3,4,25
April 30 2017,Missoula,MT,Passenger,1,0,1,68,69,1.45
April 30 2017,Cumberland,NC,Passenger,2,0,2,645,647,0.31
April 30 2017,Guilford,NC,Passenger,1,0,1,30,31,3.23
April 30 2017,Harnett,NC,Passenger,1,0,1,264,265,0.38
April 30 2017,Moore,NC,Passenger,0,1,1,214,215,0.47
April 30 2017,Santa Fe,NM,Passenger,0,1,1,40,41,2.44
April 30 2017,Clark,NV,Passenger,1,2,3,807,810,0.37
April 30 2017,Jefferson,NY,Passenger,1,1,2,274,276,0.72
April 30 2017,Lewis,NY,Passenger,0,1,1,9,10,10
April 30 2017,Monroe,NY,Passenger,1,0,1,28,29,3.45
April 30 2017,Nassau,NY,Passenger,0,1,1,35,36,2.78
April 30 2017,Saratoga,NY,Passenger,0,1,1,75,76,1.32
April 30 2017,Franklin,OH,Passenger,0,1,1,121,122,0.82
April 30 2017,Clackamas,OR,Passenger,1,1,2,321,323,0.62
April 30 2017,Deschutes,OR,Passenger,1,0,1,185,186,0.54
April 30 2017,Lane,OR,Passenger,0,1,1,237,238,0.42
April 30 2017,Marion,OR,Passenger,1,0,1,161,162,0.62
April 30 2017,Multnomah,OR,Passenger,0,3,3,"1,048","1,051",0.29
April 30 2017,Allegheny,PA,Passenger,1,0,1,86,87,1.15
April 30 2017,Montgomery,PA,Passenger,1,0,1,35,36,2.78
April 30 2017,Northampton,PA,Passenger,2,1,3,195,198,1.52
April 30 2017,Hamilton,TN,Passenger,1,0,1,23,24,4.17
April 30 2017,Knox,TN,Passenger,1,0,1,38,39,2.56
April 30 2017,Montgomery,TN,Passenger,1,0,1,283,284,0.35
April 30 2017,Shelby,TN,Passenger,0,1,1,115,116,0.86
April 30 2017,Bexar,TX,Passenger,1,1,2,961,963,0.21
April 30 2017,Dallas,TX,Passenger,0,1,1,184,185,0.54
April 30 2017,Hidalgo,TX,Passenger,0,1,1,103,104,0.96
April 30 2017,Nueces,TX,Passenger,0,1,1,95,96,1.04
April 30 2017,Tarrant,TX,Passenger,0,2,2,265,267,0.75
April 30 2017,Travis,TX,Passenger,0,1,1,184,185,0.54
April 30 2017,Salt Lake,UT,Passenger,0,1,1,269,270,0.37
April 30 2017,Utah,UT,Passenger,0,1,1,159,160,0.62
April 30 2017,Alexandria City,VA,Passenger,2,0,2,181,183,1.09
April 30 2017,Arlington,VA,Passenger,1,1,2,170,172,1.16
April 30 2017,Charlottesville City,VA,Passenger,0,1,1,9,10,10
April 30 2017,Fairfax,VA,Passenger,0,3,3,863,866,0.35
April 30 2017,Fairfax City,VA,Passenger,1,0,1,5,6,16.67
April 30 2017,Manassas City,VA,Passenger,0,1,1,10,11,9.09
April 30 2017,Norfolk City,VA,Passenger,2,1,3,321,324,0.93
April 30 2017,Prince William,VA,Passenger,0,3,3,264,267,1.12
April 30 2017,Virginia Beach City,VA,Passenger,1,1,2,644,646,0.31
April 30 2017,NULL,WA,Passenger,0,0,0,2,2,0
April 30 2017,NULL,WA,Truck,0,0,0,1,1,0
April 30 2017,Adams,WA,Passenger,3,3,6,"12,476","12,482",0.05
April 30 2017,Adams,WA,Truck,0,0,0,"5,314","5,314",0
April 30 2017,Asotin,WA,Passenger,6,3,9,"12,569","12,578",0.07
April 30 2017,Asotin,WA,Truck,0,0,0,"6,714","6,714",0
April 30 2017,Benton,WA,Passenger,146,146,292,"130,506","130,798",0.22
April 30 2017,Benton,WA,Truck,0,0,0,"41,187","41,187",0
April 30 2017,Chelan,WA,Passenger,56,31,87,"52,826","52,913",0.16
April 30 2017,Chelan,WA,Truck,0,0,0,"21,866","21,866",0
April 30 2017,Clallam,WA,Passenger,84,73,157,"49,042","49,199",0.32
April 30 2017,Clallam,WA,Truck,0,0,0,"21,522","21,522",0
April 30 2017,Clark,WA,Passenger,775,498,"1,273","303,543","304,816",0.42
April 30 2017,Clark,WA,Truck,0,0,0,"79,852","79,852",0
April 30 2017,Columbia,WA,Passenger,0,1,1,"2,405","2,406",0.04
April 30 2017,Columbia,WA,Truck,0,0,0,"1,605","1,605",0
April 30 2017,Cowlitz,WA,Passenger,54,58,112,"70,700","70,812",0.16
April 30 2017,Cowlitz,WA,Truck,0,0,0,"28,763","28,763",0
April 30 2017,Douglas,WA,Passenger,30,21,51,"27,196","27,247",0.19
April 30 2017,Douglas,WA,Truck,0,0,0,"11,817","11,817",0
April 30 2017,Ferry,WA,Passenger,2,1,3,"4,584","4,587",0.07
April 30 2017,Ferry,WA,Truck,0,0,0,"3,759","3,759",0
April 30 2017,Franklin,WA,Passenger,28,48,76,"56,559","56,635",0.13
April 30 2017,Franklin,WA,Truck,0,0,0,"18,603","18,603",0
April 30 2017,Garfield,WA,Passenger,0,0,0,"1,314","1,314",0
April 30 2017,Garfield,WA,Truck,0,0,0,970,970,0
April 30 2017,Grant,WA,Passenger,19,26,45,"62,281","62,326",0.07
April 30 2017,Grant,WA,Truck,0,0,0,"26,227","26,227",0
April 30 2017,Grays Harbor,WA,Passenger,31,35,66,"45,348","45,414",0.15
April 30 2017,Grays Harbor,WA,Truck,0,0,0,"20,440","20,440",0
April 30 2017,Island,WA,Passenger,113,137,250,"60,979","61,229",0.41
April 30 2017,Island,WA,Truck,0,0,0,"21,107","21,107",0
April 30 2017,Jefferson,WA,Passenger,101,59,160,"24,260","24,420",0.66
April 30 2017,Jefferson,WA,Truck,0,0,0,"9,731","9,731",0
April 30 2017,King,WA,Passenger,"9,667","4,273","13,940","1,394,438","1,408,378",0.99
April 30 2017,King,WA,Truck,8,1,9,"193,618","193,627",0
April 30 2017,Kitsap,WA,Passenger,621,316,937,"175,823","176,760",0.53
April 30 2017,Kitsap,WA,Truck,1,0,1,"53,806","53,807",0
April 30 2017,Kittitas,WA,Passenger,22,17,39,"27,962","28,001",0.14
April 30 2017,Kittitas,WA,Truck,0,0,0,"14,003","14,003",0
April 30 2017,Klickitat,WA,Passenger,24,25,49,"15,097","15,146",0.32
April 30 2017,Klickitat,WA,Truck,0,0,0,"8,246","8,246",0
April 30 2017,Lewis,WA,Passenger,51,44,95,"56,340","56,435",0.17
April 30 2017,Lewis,WA,Truck,0,0,0,"25,769","25,769",0
April 30 2017,Lincoln,WA,Passenger,2,5,7,"7,718","7,725",0.09
April 30 2017,Lincoln,WA,Truck,0,0,0,"4,620","4,620",0
April 30 2017,Mason,WA,Passenger,57,62,119,"44,056","44,175",0.27
April 30 2017,Mason,WA,Truck,0,0,0,"19,957","19,957",0
April 30 2017,Okanogan,WA,Passenger,3,16,19,"26,439","26,458",0.07
April 30 2017,Okanogan,WA,Truck,0,0,0,"17,009","17,009",0
April 30 2017,Pacific,WA,Passenger,12,9,21,"15,380","15,401",0.14
April 30 2017,Pacific,WA,Truck,0,0,0,"7,689","7,689",0
April 30 2017,Pend Oreille,WA,Passenger,2,4,6,"9,647","9,653",0.06
April 30 2017,Pend Oreille,WA,Truck,0,0,0,"5,871","5,871",0
April 30 2017,Pierce,WA,Passenger,967,873,"1,840","534,594","536,434",0.34
April 30 2017,Pierce,WA,Truck,0,0,0,"141,912","141,912",0
April 30 2017,San Juan,WA,Passenger,98,37,135,"13,836","13,971",0.97
April 30 2017,San Juan,WA,Truck,0,0,0,"5,772","5,772",0
April 30 2017,Skagit,WA,Passenger,128,111,239,"89,301","89,540",0.27
April 30 2017,Skagit,WA,Truck,1,0,1,"32,352","32,353",0
April 30 2017,Skamania,WA,Passenger,9,8,17,"8,777","8,794",0.19
April 30 2017,Skamania,WA,Truck,0,0,0,"4,080","4,080",0
April 30 2017,Snohomish,WA,Passenger,"1,739",949,"2,688","520,528","523,216",0.51
April 30 2017,Snohomish,WA,Truck,1,0,1,"125,783","125,784",0
April 30 2017,Spokane,WA,Passenger,248,244,492,"301,006","301,498",0.16
April 30 2017,Spokane,WA,Truck,1,1,2,"93,356","93,358",0
April 30 2017,Stevens,WA,Passenger,8,24,32,"32,263","32,295",0.1
April 30 2017,Stevens,WA,Truck,0,0,0,"19,111","19,111",0
April 30 2017,Thurston,WA,Passenger,408,343,751,"188,893","189,644",0.4
April 30 2017,Thurston,WA,Truck,0,0,0,"54,862","54,862",0
April 30 2017,Wahkiakum,WA,Passenger,1,2,3,"2,910","2,913",0.1
April 30 2017,Wahkiakum,WA,Truck,0,0,0,"1,697","1,697",0
April 30 2017,Walla Walla,WA,Passenger,22,24,46,"35,587","35,633",0.13
April 30 2017,Walla Walla,WA,Truck,0,0,0,"13,657","13,657",0
April 30 2017,Whatcom,WA,Passenger,457,177,634,"144,836","145,470",0.44
April 30 2017,Whatcom,WA,Truck,2,0,2,"42,647","42,649",0
April 30 2017,Whitman,WA,Passenger,9,21,30,"22,383","22,413",0.13
April 30 2017,Whitman,WA,Truck,0,0,0,"8,617","8,617",0
April 30 2017,Yakima,WA,Passenger,41,58,99,"163,492","163,591",0.06
April 30 2017,Yakima,WA,Truck,0,0,0,"59,654","59,654",0
April 30 2017,Dane,WI,Passenger,1,0,1,134,135,0.74
April 30 2017,Ozaukee,WI,Passenger,0,1,1,3,4,25
May 31 2017,NULL,NULL,Passenger,9,4,13,"2,437","2,450",0.53
May 31 2017,Juneau,AK,Passenger,0,1,1,40,41,2.44
May 31 2017,Dale,AL,Passenger,0,1,1,69,70,1.43
May 31 2017,Russell,AL,Passenger,1,0,1,54,55,1.82
May 31 2017,Maricopa,AZ,Passenger,2,0,2,"1,611","1,613",0.12
May 31 2017,Pima,AZ,Passenger,0,1,1,420,421,0.24
May 31 2017,Pinal,AZ,Passenger,2,1,3,212,215,1.4
May 31 2017,NULL,CA,Passenger,1,0,1,426,427,0.23
May 31 2017,Alameda,CA,Passenger,1,1,2,365,367,0.54
May 31 2017,Los Angeles,CA,Passenger,2,1,3,"1,308","1,311",0.23
May 31 2017,Marin,CA,Passenger,1,0,1,54,55,1.82
May 31 2017,Monterey,CA,Passenger,0,1,1,222,223,0.45
May 31 2017,Orange,CA,Passenger,2,1,3,672,675,0.44
May 31 2017,Riverside,CA,Passenger,0,1,1,807,808,0.12
May 31 2017,San Diego,CA,Passenger,4,2,6,"2,800","2,806",0.21
May 31 2017,San Mateo,CA,Passenger,0,1,1,154,155,0.65
May 31 2017,Santa Clara,CA,Passenger,5,2,7,403,410,1.71
May 31 2017,Tulare,CA,Passenger,1,0,1,198,199,0.5
May 31 2017,Ventura,CA,Passenger,0,1,1,361,362,0.28
May 31 2017,El Paso,CO,Passenger,2,1,3,817,820,0.37
May 31 2017,Larimer,CO,Passenger,0,1,1,69,70,1.43
May 31 2017,District Of Columbia,DC,Passenger,0,3,3,227,230,1.3
May 31 2017,Kent,DE,Passenger,0,1,1,71,72,1.39
May 31 2017,New Castle,DE,Passenger,1,0,1,25,26,3.85
May 31 2017,Duval,FL,Passenger,1,1,2,371,373,0.54
May 31 2017,Manatee,FL,Passenger,1,0,1,42,43,2.33
May 31 2017,Miami-Dade,FL,Passenger,0,1,1,125,126,0.79
May 31 2017,Okaloosa,FL,Passenger,1,0,1,183,184,0.54
May 31 2017,Orange,FL,Passenger,1,1,2,137,139,1.44
May 31 2017,Palm Beach,FL,Passenger,0,1,1,85,86,1.16
May 31 2017,Polk,FL,Passenger,1,0,1,64,65,1.54
May 31 2017,Saint Lucie,FL,Passenger,1,0,1,29,30,3.33
